episode,run_0
500,-24.341997880185033
1000,-24.596530278216306
1500,-21.836869533289253
2000,-15.72220202229363
2500,-13.997124751611992
3000,-18.667518126705946
3500,-19.54004717031295
4000,-15.455257702053846
4500,-10.986935246439106
5000,-1.493342268834878
5500,-0.30978352571088147
6000,-0.9725739457660618
6500,-1.2366842533729916
7000,-1.1191468793574402
7500,-1.1076169575620525
8000,-1.7486729945725146
8500,-4.461356709325199
9000,-3.9155340185740077
9500,-2.4735418395052657
10000,-2.6549525305401476
10500,-3.8750866929603034
11000,-3.050387407006316
11500,-2.2228740917143712
12000,-1.4254810378983098
12500,-1.357631504246542
13000,-1.032338013291185
13500,-0.9751263744243184
14000,-1.060450104448349
14500,-1.0739420200509455
15000,-1.112746176237134
15500,-1.3123328330312127
16000,-1.5090251932343204
16500,-2.4228942767249033
17000,-7.155656181069838
17500,-16.853978090048237
18000,-16.811282805197944
18500,-12.301820105877562
19000,-13.573089098285312
19500,-17.664446544752902
20000,-19.29505115467479
20500,-19.84649623072929
21000,-21.30252411332968
21500,-17.49680641340616
22000,-14.486008105181162
22500,-12.03221534523081
23000,-12.477720169655138
23500,-10.206121563242931
24000,-10.551006357773131
24500,-9.202360662004667
25000,-9.158702901023114
25500,-8.389548384995193
26000,-7.60519592738915
26500,-6.382902049032356
27000,-4.209538795029069
27500,-3.5484333919692235
28000,-3.7063209806070962
28500,-12.21384450386952
29000,-12.575978573845507
29500,-13.458227558784879
30000,-13.57359674653285
30500,-14.072080218434873
31000,-11.101583608749014
31500,-11.500876289308078
32000,-7.029012831329332
32500,-0.1084852463546898
33000,-2.752090470900029
33500,-10.281793332605776
34000,-9.082687043193909
34500,-2.2113475529334474
35000,1.8884187645224553
35500,-1.3087447869958788
36000,-5.79032144464225
36500,-6.524700316843817
37000,-4.977893939176359
37500,-4.688134739716434
38000,-4.327200768635343
38500,-3.178263446912494
39000,6.12541348174931
39500,10.337633104637858
40000,11.961996258196491
40500,10.780882963187997
41000,11.210779140301893
41500,11.889292312050616
42000,13.442122871308701
42500,14.278368089290131
43000,15.068349226538666
43500,15.514022371021415
44000,15.755078106026838
44500,16.0486409982321
45000,16.7894432496743
45500,16.687681864438257
46000,16.79893169134971
46500,16.993113123240978
47000,16.66825340394903
47500,16.457621210957235
48000,14.648426866156084
48500,14.199533212911003
49000,15.307344516382408
49500,16.479056029409847
50000,14.445475563268461
50500,15.955484536190923
51000,20.717996178667125
51500,20.915186122122
52000,21.674670148899164
52500,21.238559273956664
53000,19.881103808431487
53500,19.197038103553513
54000,20.249784089686617
54500,18.8645084946341
55000,17.755296119081912
55500,17.28943251240983
56000,17.434460805800953
56500,17.009068052631658
57000,17.243922951711276
57500,16.417946276098792
58000,16.0711389797066
58500,16.014438032008105
59000,16.35340578648086
59500,15.519971870725218
60000,14.814260810687367
